Word;EN title;EN Indication;EN Definition
dunnu;dunnu  [KALAG.GA : ];"1) : power , strength ; : dunnu qaqqari : solid ground , bedrock ; dunnu eriyāti : intense cold ; dunnu qišāti : the depth of the woods ; dunni pānī : hardness of attitude / riding hard ; 2) : a fortified farmstead , also : bīt dunnu(m) ; 3) used for proper names in Babylonia ; 4) : a kind of bed (?) ; 5) : a part of lung ;";Cf. dunnunu, dunnuniš, dunnuna, dunānu, danānu
dunnuna;dunnuna  ();"very securely ;";Cf. dunnunu, dunnuniš, dunnu, dunnuna
dunnuniš *;dunnuniš *;solidly , firmly;Cf. dunnu, dunnunu
dunnunu;dunnunu;[Army → Military];"1) : fortification, defence : solid / very strong ; 2) : person : highly respected ;"
dunnuttu;dunnuttu;"strengtheneing (?) , reinforcing (?) ;";Cf. dunnunu, dunnuniš, dunnuna, dunānu, dunnu
dunqu;dunqu;;→ duqqu, dumqu
duppuru (1);duppuru (1);[Transport];D : : to move away , to withdraw , to stay away from : to absent oneself from work
duppussû *;duppussû *;[Human → Family];younger brother
duqdu;duqdu  (n.);[Country → Plants];almond tree
duqqu;duqqu  [SIG5 : ];[Moral life → Feelings];"1) goodness , good thing , well-being (of a person) [dumqī qabû-m-] : to decree someone's well-being 2) good condition , good appearance , beauty (person, face ...) 3) : good deed (plural feminine ) ; gimil dumqu : reward , return favour ; : [bēl dumqu] : favourite , friend ; 4) magic : favourable meaning (of a dream, an omen) , lucky omen 5) good results ; 6) the best of something , prime produce , the flower of the flock (?) ;"
durā ' u;durā ' u  (Aramaic origin);[Animals];": 1) arm 2) foreleg of sheep ; ammār durā ' i : an armful ;"
durāru , šubarrû;durāru , šubarrû;freedom;See also : rāqu, paṭāru, zakû (D)
durāru;durāru  ();[Legal];
durgu *;durgu *;innermost part , central part , descent , origin;
durgu;durgu  (duruku);[Humanities → Geography];innermost , at the core -central part- (of mountainous terrain, foundations) [ša durgu -šu Aššur] : who is of pure Assyrian descent
dūru;dūru  [BÀD : ];[City → Buildings];"1) a city wall , a rampart ; 2) a fortress"
duruššu *;duruššu *;[City → Buildings];base , foundation
duššubu;duššubu;;→ duššupu
duššupu;"duššupu  (adj. ; )";"sweetened ; very sweet";Cf. dašāpu
dušû (1);dušû (1)  [NA4.DUḪ.ŠI.A : ]  (Sumerian origin);[Nature → Minerals];"1) : [NA4.DUḪ.ŠI.A : ] : quartz , rock-cristal ; 2) [KUŠ.DUḪ.ŠI.A : ] : untanned leather (?) ; : eleppāt/ša dušû(m) : rafts of inflated skin ; : ṣārip dušû(m) : a tanner of [KUŠ.DUḪ.ŠI.A : ] leather ;"
dūtu;dūtu;[Humanities → Geography];"a nook , a secret place , a remote corner / place ;"
duʾʾumiš;"duʾʾumiš  (adv. ; )";in great darkness;Cf. duʾʾumu
duʾʾumu;"duʾʾumu  (adj. ; )";very dark;Cf. daʾāmu
Duʾūzu;"Duʾūzu  [ITI.ŠU.(NUMUN.NA) : , ITI.ŠU.GAR.NUMUN.NA : ]  (n. ; ; variants : ta'ūzu)";[Time → Month];"Tammuz, fourth month (approximately June-July) ;"
Dûzu;Dûzu;[Time → Month];
e ' iltu;e ' iltu;[Trade];"1) a bond , an obligation ; 2) : a debt , a liability ; 3) : an obligation of offering to a deity (plural: ellētu), especially with the verb paṭāru : to absolve / to discharge / to exonerate / to square / to acquit / to clear / to loosen / to untie ;"
ē;ē;[Humanities → Language];
eṭemmu;"eṭemmu  [GIDIM : , GIDIM2 : , GIDIM4 : ]  (n. ; syn. utukku)";[Religion → Myths];ghost , phantom , wraith (?) , specter (?)
ebābu (D) , zakû (D);ebābu (D) , zakû (D);to clean;
ebaḫu;ebaḫu;[Human → Body];
ebar;ebar;[Humanities → Geography];": beyond , the other side of ;"
ebāru;ebāru;[Humanities → Geography];"1) to cross , to go across ; 2) Š : to take across / to bring across , to cause to cross ;"
ebbi;ebbi;"pure ; kaspi ebbi : pure silver ;";Cf. ubbubu, ebbi, ebēbu
ebbu;ebbu  [DAGAG.GA : ];"1) : bright , pure ; 2) : bright , shiny ; 3) clothing : clean , water : clear (?) , pure , offrande : pure ; 4) noun : a trusted agent / colleague (?) ;";Cf. ebēbu, ebbiš, ebbūtum
ebbūb ḫašî;ebbūb ḫašî;"the windpipe , the trachea ;";See also : ur ʾ udu
ebbūbu;ebbūbu  [GI.GÍD : ]  ([(GIŠ.)GI.GÍD]);[Art → Music];"flute , pipe ; ša ebbūbu : flute player ; ebbūbu ḫašî : the windpipe human body ;"
ebēbu;ebēbu  (vb. i/i);[Religion];G. to be pure, holy D. to purify (ritually)
ebēḫu * , ezāḫu , rakāsu;ebēḫu * , ezāḫu , rakāsu;to gird;See also : ebīḫu *, meserru *, musāru, nēbettu, šibbu *, maṣāru °, sâru *
ebēḫu *;ebēḫu *;[Clothing];"1) to belt up , to gird a person with (= accusative) a garment ; 2) to surround a building with a frieze ( nēbeḫu) ; 3) stative : the moon is encircled (by its halo) ; 4) N : (astronomy) : is encircled ; 5) D : is surrounded by ;"
ebēḫu;ebēḫu;[Clothing];"to gird , to belt up , to put on a belt , to fasten a belt ;"
ebertān;ebertān;"across ;";Cf. ebāru
ebēru (1);"ebēru (1)   [BALA : ]  ( : epēru , : ebāru ;)";"G : 1) (river, sea, sky ...) : to cross over , to go over to the other side , to go through (?) ; 2) (by extension) : to stretch over , to lie acros ; Š : to make to cross , to get someone / something across , to bring ;";See also : ebāru, ebar, Eber nāri, ebertu (1), ebertu (2), eberta, ebertān, ebbiru, abartu, nēberu, mušēbiru, mušēbirtu, šutēburu
ebētu (2);ebētu (2)  ();"1) to bind (?) / to fasten (?) ; 2) D : stative : is bound / is fastened ; 3) : meaning unclear ;";Cf. ubbuṭu (3), ubbuṭu (4), nēbettu, ḫubbutum
ebḫu;ebḫu;[Clothing];"a belt , a shoulder strap (?) ;"
ebḫu, ebīḫu, ḫuṣannu, musāru, šibbu;ebḫu, ebīḫu, ḫuṣannu, musāru, šibbu;belt;Comparison with other Semitic languages :
ebīḫu *, meserru * , musāru , nēbettu , šibbu *;ebīḫu *, meserru * , musāru , nēbettu , šibbu *;to girdle;See also : ebēḫu *, eāḫu, rakāsu
ebīḫu;ebīḫu;[Clothing];"a belt , a girdle ;"
ebirtu;ebirtu;[City → Buildings];fired brick
eblu;eblu  [ÉŠ : ]  (n.);rope;See also : qû (1), ašlu, pitiltu, ṭimītu, ṭibu
ebru(m);ebru(m);;→ ibru
ebû (2);ebû (2);[Measures];"(plant) : to be thick ;"
ebūru , eṣādu B;ebūru , eṣādu B;[Country → Agriculture];harvest
ebūru;ebūru  [BURU14 : ];[Time];"1) summer , summertime ; 2) harvest-time , a harvest ;"
edālu;edālu;"to shur , to close ;";Cf. edlu
edamukku;edamukku;[Human → Body];"the amnotic fluid / sac ;"
ēdāniš * , ēdānīu;ēdāniš * , ēdānīu;merely , only;See also : ēdānu- *, ēdu
ēdāniš *;ēdāniš *;merely;
ēdānītu;ēdānītu;[City → Hotel];"a single door ;"
ēdānīu;"ēdānīu  (ēdānû , ēdēnû ; ; adjective and noun ;)";[Numbers];"single , singular , lone (horse) , isolated ;"
ēdānu- *;ēdānu- *;[Numbers];alone
ēdānu-;ēdānu-;"alone ;";See also : ēdānīu, ēdišši-, udē-, ēdiš
edānu;edānu;[Time];"a term , a deadline ;"
ēdānu*;"ēdānu*  (adj. ; syn. : ēdiššī, udē)";alone;
edāšu;edāšu;to be(come) new , to modernize;See also : eššu, šattu eššutu, zammukku *
edēlu;edēlu  [TAB : ];[City];"1) door, hand, fist, mouth ... : to shut , to bolt ; 2) person ... : to shut someone off from ina , to prevent from (?) / to stop from (?) ; 3) N : to be shut , to be bolted / to be barred ;"
edēna;edēna  ();[Country → Plants];"name of a plant ;"
edēpu;edēpu  ();"1) : to blow away wind ... ; 2) demons : to blow on accusative , to blow away ; 3) stative : is inflated with accusative 4) D ; revolt, storm ... : ""is inflated"" / is growing , is brewing , is about to burst out / to break out , is ripe ; 5) N : is blown away ;";Cf. idiptu, uduppu, edēpu
edēqu *;edēqu *;to dress , to clothe , to get dressed (N);See also : labāšu (N), ḫalāpu (D), labussu, lubāru *, lubussu, lubūšu
edēru;"edēru  (vb. i/i ; )";[Human being];G. to embrace, to wrap oneself round N. [GÚ.DA.RI : ] to embrace one another
edēšu;edēšu  (vb. i/i);"G. to be new, renewed D. [GIBIL : ] to renew, restore ; to resume";Cf. eššu
edigu;edigu;;→ udugu
edinu;edinu  ( );desert , steppe;See also : idīnu
ēdiš *;ēdiš *;alone;See also : ēdānu- *, ēdu-
ēdiš*;ēdiš*  (adv.);alone;See also : ēdānu- *, ēdu
ēdišši-;ēdišši-;[Numbers];"alone ;"
edlu;edlu;"shut , closed ;";Cf. edālu
edû (1);"edû (1)   (adû , atû ; : Sumerian origin)";[Humanities → Geography];"1) (river) : a flood , a wave , a spate ; 2) sea : wave(s) ; 3) (epithet of king) ;"
edû;"edû  [ZU : ]  (vb. e/e ; part. mūdû ; only in preterite)";"G. to know ; kīma tīdû as you know ; stat. : to be aware, to be known Š. to cause to know, inform, acquaint (s.o. : acc., with sth. : acc.) ; 2) famed / reputed / known ;";Variants : idāʾu
ēdu;ēdu  [DILI : ]  (feminine : ettu);[Numbers];"only 1) (person) : single , sole , alone ; 2) (personal name : only child) ; 3) -substantive- : a single (person) ; 4) : chief of kārum ; 5) (divinity) : unique ; 6) (things) : single , only one , isolated , free-standing (palm-tree ...) ; 7) : -stative- : (w)edē / (w)edāku : I am alone , : ēdukku : you are alone ; 8) (a medicinal plant - Asa foetida- ) : [Ú.AŠ : ] -also šammuēdu ; 9) : astronomy : (name of a star -in Hercules constellation -) : [MUL.DILI : ] / [MÚL.DILI : ] ;"
ēdû;ēdû;;→ wēdû
ēduma;ēduma;[Numbers];"only ;"
ēdumānnu;ēdumānnu;"unaccompanied ;";
ēdumānu;ēdumānu;[Numbers];"single , solo , unaccompanied , lonely , solitary , isolated (?) ;"
ēdumānūtu;ēdumānūtu;[Moral life → Feelings];"solitude ;"
edûtu;edûtu;[Humanities];"knowledge ;"
eʾēlu;"eʾēlu  (vb. i/i ; pres. iʾʾil, pret. īʾil)";"G. to bind, tie up Gt. to tie all round D = G ; to make binding (contract) Št. to link (hands) N. to be attached ; to infect (illness)";Variants : aʾālu
egalturrû;egalturrû;[City → Buildings];"a little palace ;"
egāru;egāru  ();[Education];"G ; stative : is written down (?) ;"
egertu;egertu   (igertu);[Humanities];: inscribed tablet , letter , legal document
egēru;egēru  (patālu);[Moral life → Fault];"1) : to lie transversely across ; 2) G : (of an animal across a person / another animal) ; 3) to be perverse , to be difficult , to be headstrong (?) ; 4) : (of an ennemy) to continually thwart , to harass (?) ; 5) Gt : to lie across each other , to be crossed over (animals, parts of liver) , to be in disagreement with , to differ with ; 6) (heart) : to be perverse , to be wrong ; 7) D (magic) : to twist the feet of a figurine ; 8) Š : (meaning unclear) ; 9) Št : [GIL] : to cross feet over each other ; 10) N : to limp (?) , to go lame (?) , to hobble ; 11) Ntn : (medecine) : -feet- to continually cross over each other (?) , to have a speech defect (tongue) / to stammer / to stutter / to falter / to stumble , -animals- to continually cross a path (?) ; Gt : to be perverse , to be twisted , to be crossed ;"
egru;egru;[Moral life → Fault];perverse
egû (1);egû (1)   ();[Moral life → Fault];"1) negligent , lazy ; 2) feminine : egītu : a class of persons ;"
egû (2);egû (2)   ();[Art → Drawing];"antimony (paste) , kohl ;"
egû (3);egû (3)  ();[Moral life → Fault];"to be negligent towards = ana a god, a person, a task , to neglect ;"
egû (4);egû (4);;→ agû (2)
egubbû;egubbû;[Religion → Magic];"holy water basin ;"
egûtu;egûtu;[Moral life → Fault];"negligence , an act of negligence (by a diviner) , carelessness , heedlessness , indolence , laziness , sloth , lack of care / diligence / professionalism ;"
eḫlapakku;eḫlapakku;;→ eḫlipakku
eḫlipakku;"eḫlipakku  ( Qatna ; Hurrian origin)";[Industry];"raw glass ;"
eḫlupakku;eḫlupakku;;→ eḫlipakku
eḫzu;eḫzu  [URUDU.GIN.MUNUS : ]  ();[Country → Agriculture];"an axe used on fields ;"
ēka;ēka  (interrogative pronoun);[Humanities → Geography];where
ēkallu;ēkallu  [É.GAL : ]  ( : [KUR : ]);[Government];"a palace , an ark ; amat ēkalli : a palce-maid ; bāb ēkalli : the gate of the palace ; ērib ēkalli : a courtier ; ikkār ēkalli : a palace farmer ; issi ēkalli / sēgallu : the queen ; libīt ēkalli : the royal entourage , the courtiers , the court ; mār ēkalli : a courtier , a palace official ; mazzaz ēkalli : a courtier , the palace personnel ; nāgir ēkalli : the palace herald ; ṣāb / nišē ēkalli : the palace personnel ; ša-muḫḫi-ēkalli : an overseer to the palace ; ša-pān-ēkalli : a palace supervisor ; : uraḫ-Bēlat-ēkalli : (name of the first month / Nissan) ; urdu ēkalli : a palace servant , a courtier , a civil servant + ;"
ēkâma;ēkâma;[Humanities → Geography];
ēkâme;ēkâme;[Humanities → Geography];
ekannam;ekannam;;→ akanna
ēkânu;ēkânu  (interrogative pronoun);[Humanities → Geography];"where ; ina ēkânu whither"
ekdu *;ekdu *;fierce , wild;See also : kadru *, nanduru *, šakṣu *, šamru, nadru
ekeltu *;ekeltu *;darkness;See also : ekletu
ekēlu;ekēlu  (vb. i/i);G. to become dark Gt. to become permanently dark D. to darken Dt. to be darkened;
ekēmu;ekēmu  [KAR : ]  (vb. i/i);"G. to take sth. from s.o. (+acc.) ; to deprive s.o. of sth. Gt. to merge, lie over D = G N. to be taken";
ēkīam;ēkīam  (interrogative pronoun);[Humanities → Geography];where, whither
ekkēmu;"ekkēmu  (n. ; )";[Legal];robber
ekkimu;"ekkimu  (adj. ; )";thieving, rapacious;Cf. ekēmu
ekletu;"ekletu  [KUKKU2 : ]  (n. ; )";"darkness ; bīt ekleti dark chamber, underworld";Cf. eklu
ekliš;"ekliš  (adv. ; )";[Moral life → Feelings];gloomily
eklu;"eklu  (adj. ; )";"dark ; ekiltu : dark times ; eklētu : dark places";Cf. ekēlu
ekmu;"ekmu  (adj. ; )";[Legal];taken away, stolen
ekṣiš *;ekṣiš *;[Moral life → Feelings];insolently
ekṣiš;ekṣiš;"insolently , in an insolent manner , brazenly ;";See also : akṣu
ekû (1);ekû (1)  [NU.SIK : ];": 1) impoverished , poverty-stricken , penniless , needy / beggared ; 2) bereaved , bereft ; 3) frequently feminine ekūtu : orphan ; 4) : the name of a social class : the poor , the needy , the disadvantaged ; impoverished , bereaved , orphaned , orphan";Cf. ekû (2), ekûtu
ekû (2);ekû (2);[Feeding];": land, people ... : to starve / to deprive of food, of water... , to cause to be hungry / thirsty ; ukkû ša zunni : a shortage of rain / a scarcity of rain / paucity of rain / dearth of rain / want of rain / lack of rain , drought (?) / a dry spell (?) ;"
ekû *;ekû *  [NU.SIK : ];[Human → Family];"an orphan ; feminine : ekūtu ;"
ēkurru;"ēkurru  [É.KUR : , É.KUR.RA : ]  (n. f. ; )";[Religion];temple, chapel
ekūtu;ekūtu;;→ ekû *
ekûtu;ekûtu  ();"1) : impoverishment , pauperization , depletion (?) / overtapping (?) / emptying (?) , brain ... : drain (?) ;\r\n2) : orphanhood ;";Cf. ekû (1), ekû (2), ekûtu, mēkûtu, tēkītu
ela;ela  (if adverbial use : = exclusively);apart from , except for , in the absence of ( + [GAG] : if it were not for ...) (if adverbial use ): exclusively;Cf. elān
elallu;elallu  ();[Sky → Climate];cloud
elama(t)tu;elama(t)tu;[Religion → Myths];"1) : goddess of Elam ; 2) (name of the Bow star -[qaštu]-) ; 3) (name of a month in Susa)"
elaman;elaman  (ela + man);: apart from , were it not for [elaman niāti] : were it not for us;See also : ela, man, elat, elāniš
elamittu;elamittu;[Country → Trees];
elamku;elamku;[Army → Weapons];"(kind of) arrow ;"
elamkû;elamkû;[Army → Weapons];arrow (a kind of)
elammakku *;elammakku *;[Country → Trees];a tree (precious wood) , almug
elān *;elān *  (also a preposition);"above , upstream , upwards , against the tide ;";Cf. elāniš, elānīu *, elānu *, elānu °
elān*;"elān*  (adv. ; syn. : elāniš , elānu , eliš , ṣēriš*)";"1) above ; 2) upstream ; 3) upwards";Cf. eli, ēliu, elīu, elānu, elaniš
elāniš;elāniš  (also a preposition);above , upwards;See also : elān *, elānīu *, elānu *, elānu °, elat, ela
elānīu *;elānīu *  (also an adverb);topmost , uppermost;See also : elān *, elāniš, elānu *, elānu °
elānu *;elānu *  (also a preposition);uphill , upstairs;See also : elān *, elāniš, elānīu *, elānu °
elānu °;elānu °  (also a preposition);above , over , upwards , upstream;See also : elān *, elāniš, elānīu *, elānu *
elāpu *;elāpu *;(Št) intertwine;
elapû;elapû;[Humanities → Geography → Rivers];"plural of elapûa : duckweed , algae , seaweed ;"
elapûa;elapûa;[Country → Trees];"1) moss ; 2) a seaweed , an algae ;"
elat *;elat *;beyond;See also : aḫullâ, aḫullû °, alla °, aḫūla, aḫūlamma
elât šamê;elât šamê;[Sky → Astronomy];zenith
elat;elat;[Humanities → Geography];1) beyond , over and above 2) : in addition to , apart from , except (?) [ša elat] : (adverb) additionnally , moreover , what is more
elat;elat;in addition to , beyond , apart from , additionally;
eldu;eldu;;→ eṣdu
elēlu (1);"elēlu (1)   (compare with ""Alleluiah"" ;)";[Art → Singing];"a cheerful / joyous song , a jubilation ; elēlu sadrūtu : songs written down in sections ;"
elēlu (2);elēlu (2)  [TAM : ]  (vb. i/i);[Moral life → Quality];G. to be pure D. to purify
elēlu *;elēlu *;[Art];joyous song
elēlu* , ḫidāti;elēlu* , ḫidāti;[Moral life → Feelings];jubilation
elēlu;elēlu;[Moral life → Feelings];"jubilation , rapture , joy , rejoicing , happiness , bliss , delight , felicity , elation , glee ;"
