Word;FR title;EN title;FR Indication;EN Indication;FR Definition;EN Definition
imirtu;imirtu;imirtu;[Humain → Sens];[Human → Senses];"l'action de voir / d'apercevoir , la vue / une vue , un panorama , un spectacle ; imratsunu mūtu : leur vue est la mort / les voir équivaut à la mort ;";"sight , view ; imratsunu mūtu : sight of them is death / seeing them means death ;"
imīru;imīru;imīru;[Animaux → Domestiques];[Animals → Domestic];;
imištu;imištu  ();imištu  ();[Science → Sciences naturelles];[Science → Natural sciences];"médecine : une contraction ; imištu libbi : une contraction du cœur / l'appétit (?) / une palpitation du cœur (?) ;";"medecine[/ideo] : a contraction ; imištu libbi : a contraction of the heart / appetite (?) / heart throbbing (?) ;"
imitta;imitta  [ZAG : ]  ([Á.ZI : ]);imitta  [ZAG : ]  ([Á.ZI : ]);": à droite , sur la droite ;";": the right ;";Cf. imittu (1);Cf. imittu (1)
imittānu;imittānu;imittānu;[Humain → Corps];[Human → Body];"droitier ;";"right-handed ;"
imittu (1);imittu (1)  [ZAG : , Á.ZI.(DA) : , U.IÁ : ];imittu (1)  [ZAG : , Á.ZI.(DA) : , U.IÁ : ];[Humain → Corps];[Human → Body];"1) côté droit, main droite ; 2) le sud ; 3) l'épaule [(ša) imitti] : du sud , du midi , à droite , de droite ; [ša imitti] : celui qui est assis à droite , d'importance / de rang secondaire (moins estimé) ;";"1) right side, right hand ; 2) South ; 3) shoulder ; [(ša) imitti] : southern , (on the) right-hand ; [ša imitti] : a right-sider (he who sits on the right side ) , second-in-esteem ;"
imittu (2);imittu (2);imittu (2);"1) le support , la base , le socle ; 2) divinité : l'appui , le soutien , le roc / rocher qui soutient ; 3) [UZU.ZAG.LU : ] : animal : l'épaule , , aussi [MURGU : ] ; 4) un morceau de viande ; 5) une sorte de lance , : [ZAG.LU : ] ; 6) : l'imposition d'une punition ; 7) : l'imposition de loyers / redevances de fermage ;";"1) support , imposition ; 2) divine : support ; 3) [UZU.ZAG.LU : ] : of an animal : shoulder , , also [MURGU : ] ; 4) a cut of meat ; 5) a sort of lance / spear , : [ZAG.LU : ] ; 6) : imposition of a punishment ; 7) : imposition of tenancy dues ;";Cf. emēdu;Cf. emēdu
imittu (3);imittu (3)   [ZAG : ]  ( : [Á.ZI.DA : ]);imittu (3)   [ZAG : ]  ( : [Á.ZI.DA : ]);[Lettres → Géographie];[Humanities → Geography];"1) la droite , le côté droit ; imittu šu : sa droite (à lui) ; sippi imittu : le montant de porte de droite ; 2) aussi : qāt imittu : la main droite ; imittu ummāni : l'aile droite de l'armée ; 3) : le voisin de droite ; 4) le sud ;";"1) right side , the right ; imittu šu : his right ; sippi imittu : the right-hand doorjamb ; 2) also : qāt imittu : the right hand ; imittu ummāni : the right wing of the army ; 3) : the neighbour on the right ; 4) South ;"
immanakku;immanakku;immanakku;[Nature → Minéraux];[Nature → Minerals];"1) le grès ; 2) le minerai d'étain ;";"1) sandstone ; 2) tin ore ;"
immāniš;immāniš;immāniš;[Temps];[Time];"dans la journée , le jour ;";"in the daytime ;"
immate;immate;immate;;;→ mati;→ mati
immatēma;immatēma;immatēma;[Temps];[Time];;
immati;immati;immati;;;→ mati;→ mati
immatīma;immatīma;immatīma;[Temps];[Time];;
immatimê;immatimê;immatimê;[Temps];[Time];;
immer šaddi;immer šaddi;immer šaddi;[Animaux];[Animals];mouton sauvage , mouton de montagne , mouflon;wild sheep , moutain sheep
immertu;"immertu  [UDU.NÍTA : ]  ( : [UDU : ]; : [UDU.MUNUS : ])";"immertu  [UDU.NÍTA : ]  ( : [UDU : ]; : [UDU.MUNUS : ])";"une brebis ;";"a ewe / a female sheep ;";Cf. immeru;Cf. immeru
immeru;immeru  [UDU : ]  (n.);immeru  [UDU : ]  (n.);[Animaux];[Animals];"1) un mouton ; pluriel : [UDU.MEŠ : ] / [UDU.ḪI.A : ] : les ovins / les caprins , les moutons et les chèvres ; immeru šamni : un mouton bien gras ; immeru marû(m) : [UDU.NIGA : ] : un mouton engraissé ; immeru šadî : [UDU.KUR.RA : ] / [UDU.NÍTA.KUR : ] : un mouton des montagnes / un mouton sauvage ; 2) apparaît aussi dans un nom propre de personne ;";"a sheep plural : [UDU.MEŠ : ] / [UDU.ḪI.A : ] : sheep and goats ; immeru šamni : a fat sheep ; immeru marû(m) : [UDU.NIGA : ] : a fattened sheep ; immeru šadî : [UDU.KUR.RA : ] / [UDU.NÍTA.KUR : ] : a mountain sheep , a wild sheep ; 2) also appears in personal names ;"
immu (1);immu (1);immu (1);[Lettres];[Humanities];"une tablette , un enregistrement écrit / procès-verbal (?) , un registre , un document ;";"a tablet , a record , a document ;"
immu (2);immu (2);immu (2);[Temps];[Time];"la chaleur du jour , le jour / la journée par opposition à la nuit ; immu muṣlāli : la chaleur de midi ;";"the heat of the day , daytime as opposed to night ; immu muṣlāli : the heat of midday ;"
immû;"immû  ( ; origine sumérienne)";"immû  ( ; Sumerian origin )";"1) une tablette , un document enregistré / archivé , une archive ; 2) voir imû ;";"1) a tablet , a record ; 2) see imû ;";Cf. immu (1);Cf. immu (1)
immunusu;immunusu  (origine sumérienne);immunusu  (Sumerian origin);"(?) : l'argile femelle (?) ;";(?) : female clay (?);Cf. imnitû;Cf. imnitû
imna;imna  [ZAG : , 15 : ]  ();imna  [ZAG : , 15 : ]  ();"à droite ;";"on the right ;";Cf. imnu, imniš, imnû;Cf. imnu, imniš, imnû
imniš;imniš;imniš;"à droite ;";"on the right ;";Cf. imnu, imnû;Cf. imnu, imnû
imnitû;imnitû  ();imnitû  ();"l'argile mâle (?) / sens peu clair ;";"male clay (?) / meaning unclear ;";Cf. immunusu;Cf. immunusu
imnītu;imnītu  ();imnītu  ();[Humain → Famille];[Human → Family];"""celle à droite"" / ""elle à droite"" , la mère ;";"""she on the right"" , the mother ;"
imnu;imnu  [ZAG : ];imnu  [ZAG : ];[Humain → Corps];[Human → Body];"le côté droit , la droite ; statif abstrait : ana imen : à droite ; imnukka : dans ta main droite ; imnuššu : à sa droite ;";"the right side ; stative abstract : ana imen : on the right ; imnukka : in your right hand ; imnuššu : at his right ;"
imnû;imnû  [Á.ZI.DA : ];imnû  [Á.ZI.DA : ];"meuble, partie du foie ... : à droite / situé à droite ;";"furniture, part of liver ... : on the right ;";Cf. imnu, imniš;Cf. imnu, imniš
imriqqu;imriqqu  (origine sumérienne);imriqqu  (Sumerian origin);[Ville → Administration];[City → Administration];"le scellement à l'argile , une bulle / une tablette scellée ;";"clay sealing , a bulla , a sealed tablet ;"
imrû (1);imrû (1)  [MUR.GUD : ];imrû (1)  [MUR.GUD : ];[Campagne → Agriculture];[Country → Agriculture];"le fourrage pour engraisser les animaux ;";"fodder for animal fattening ;"
imrû (2);imrû (2)  (origine sumérienne);imrû (2)  (Sumerian origin);": une famille , un clan , une tribu (?) ;";": a family , a clan , a tribe (?) ;";;
imsuḫḫu;imsuḫḫu;imsuḫḫu;[Ciel → Climat];[Sky → Climate];"un tourbillon , une tornade , un cyclone , un vortex , un ouragan ;";"a whirlwind , a vortex , a tornado , a cyclone , a hurricane ;"
imšu;imšu  ();imšu  ();"la rigidité (?) / la raideur (?) , la paralysie (?) ; imšu qâti : une raideur dans les mains ;";"stiffness (?) / rigidity (?) , paralysis (?) ; imšu qâti : stiffness in the hands ;";Cf. amāšu, imištu;Cf. amāšu, imištu
imšukku;"imšukku  [IM.ŠÚ : ]  ( ; origine sumérienne)";"imšukku  [IM.ŠÚ : ]  ( ; Sumerian origin )";[Education];[Education];"une tablette d'entraînement / d'exercice en forme de beignet (?) ;";"a bun-shaped exercise tablet ;"
imtanû;imtanû;imtanû;[Animaux → Domestiques];[Animals → Domestic];"une touffe de poils noirs tirés de la croupe d'un âne ;";"a tuft of black hair from a donkey's rump ;"
imtu;imtu  ();imtu  ();[Science → Sciences naturelles];[Science → Natural sciences];"crachat venimeux de démons, serpents, scorpions ... : le poison ; imat marti : la bile ; imat mūti : un poison mortel ;";"poison venomous spittle from demons, snakes, scorpions ... : poison , venom ; imat marti : gall ; imat mūti : a deadly poison ;"
imṭû;imṭû;imṭû;[Commerce];[Trade];"1) des pertes ; imṭû dāmi : l'anémie ; 2) : un outil pour couper";"1) losses ; imṭû dāmi : anaemia ; 2) : a cutting implement"
imu;imu;imu;[Humain → Famille];[Human → Family];;
imû;imû;imû;[Animaux → Domestiques];[Animals → Domestic];"une touffe de poils noirs tirés de la tête d'un âne ;";"a tuft of black hair from a donkey's head ;"
īn nūni;īn nūni;īn nūni;[Animaux → Poissons];[Animals → Fishes];"une perle ;";"a pearl ;"
in;in;in;;;→ ina;→ ina
ina aḫītēšu, pašīratti, šapal qāti, šapla qāti, šarrāq;ina aḫītēšu, pašīratti, šapal qāti, šapla qāti, šarrāq;ina aḫītēšu, pašīratti, šapal qāti, šapla qāti, šarrāq;"en secret, secrètement, en cachette, à la dérobée, discrètement ;";"secretly, on the sly , in secrecy ;";Voir aussi : paširu, pesēnu, pazriš, pirištu, ṭupšarru, pazzurtu, dūtu;See also : paširu, pesēnu, pazriš, pirištu, ṭupšarru, pazzurtu, dūtu
ina aḫrat ūmī;ina aḫrat ūmī;ina aḫrat ūmī;[Temps];[Time];"à l'avenir , plus tard , un jour futur / un autre jour ;";"in the future , another day / later / other days later ;"
ina barāri;ina barāri;ina barāri;[Temps];[Time];"au crépuscule , à la tombée de la nuit ;";"at dusk , at nightfall ;"
ina battataya;ina battataya;ina battataya;individuellement , chacun , un par un;each of several , individually , one by one;;
ina birīt;ina birīt;ina birīt;[Temps];[Time];"occasionnellement , de temps en temps , parfois ;";"occasionally , now and then , from time to time ;"
ina danāni;ina danāni;ina danāni;[Vie morale → Volonté];[Moral life → Will];"de force , sous la contrainte , de manière imposée , énergiquement , avec vigueur / sévérité , manu militari , de manière coercitive , arbitrairement , en exerçant une forte pression ;";"by force , by might , forcibly , in a coercive manner / with coercion ;"
ina dāt;ina dāt;ina dāt;après;after;Voir aussi : ina maḫar *;See also : ina maḫar *
ina ēqbi;ina ēqbi  (prep.);ina ēqbi  (prep.);à l'arrière, vers l'arrière, sur l'arrière;abaft;;
ina ḫadûti;ina ḫadûti;ina ḫadûti;[Commerce];[Trade];"1) gratuitement , sans payer / l'avoir demandé , ""pour la joie"" ; 2) volontiers , avec plaisir , intentionnellement , exprès , de manière calculée (?) / en connaissance de cause (?) ;";"1) gratuitously , for love , ""for joy"" ; 2) willingly , wittingly , on purpose , by design / designedly / knowingly / calculatedly (?) ;"
ina ḫūd libbi;ina ḫūd libbi;ina ḫūd libbi;[Vie morale → Volonté];[Moral life → Will];"délibérément , exprès / volontairement / en connaissance de cause , intentionellemnt / à dessein / sciemment ;";"purposely , deliberately / on purpose / wittingly / on design ;"
ina ḫūli , ina māt nakiri;ina ḫūli , ina māt nakiri;ina ḫūli , ina māt nakiri;à l' étranger , à l' extérieur du pays , loin des frontières;abroad;Voir aussi : nakru, ubāru;See also : nakru, ubāru
ina idi uzuzzu *;ina idi uzuzzu *;ina idi uzuzzu *;se tenir au côté de quelqu' un , être à côté de quelqu' un;to stand at someone' s side;Voir aussi : uzuzzu, ušuzzu °, mazzassu, mazzāzu, issi X uzuzzu;See also : uzuzzu, ušuzzu °, mazzassu, mazzāzu, issi X uzuzzu
ina irti;ina irti;ina irti;contre , vers , envers;against , towards;Voir aussi : ina muḫḫi;See also : ina muḫḫi
ina ketti;ina ketti;ina ketti;sincèrement;sincerely;;
ina kūm , kūmu;ina kūm , kūmu;ina kūm , kūmu;au lieu de , à la place de;in lieu of , instead of;Voir aussi : kūm;See also : kūm
ina kūm;ina kūm;ina kūm;au lieu de , à la place de;instead of , in lieu of;Voir aussi : ina kūmi, kūmu;See also : ina kūmi, kūmu
ina kūmi;ina kūmi;ina kūmi;au lieu , plutôt , à la place;instead;Cf. ina kūm, kūmu;Cf. ina kūm, kūmu
ina kutalli;ina kutalli;ina kutalli;[Lettres → Géographie];[Humanities → Geography];"derrière / en arrière , à l'arrière ;";"behind ;"
ina lā mināti *;ina lā mināti *;ina lā mināti *;de façon inattendue , à l' improviste , sans s' y attendre;unexpectedly;;
ina lā minâtīšu;ina lā minâtīšu;ina lā minâtīšu;"de manière inattendue , à l'improviste , sans s'y attendre , de manière imprévue , soudain comme ça / comme un cheveu sur la soupe , de manière non prévisible / non calculable ;";"unexpectedly , out of the blue , accidentally , unforeseenly , incalculably , unpredictably ;";Cf. minâti, ana minâtīšu, eli minâtīšu;Cf. minâti, ana minâtīšu, eli minâtīšu
ina lā mūdānūti;ina lā mūdānūti;ina lā mūdānūti;à l' improviste , sans le savoir , inconsciemment;unawares , unwittingly;Voir aussi : ina mūdānūti;See also : ina mūdānūti
ina lā mūdânūti;ina lā mūdânūti;ina lā mūdânūti;[Vie morale → Volonté];[Moral life → Will];"sans le faire exprès , sans le vouloir , par inadvertance , inconsciemment , sans savoir / innocemment , à l'improviste (?) ;";unwillingly , unwittingly , without knowing , unconsciously / not being aware , unawares
ina lā ūmi;ina lā ūmi;ina lā ūmi;"en avance , précocement / de manière précoce , avant l'heure / trop tôt , prématurément / de manière prématurée ;";"precociously , prematurely , in advance / early ;";Cf. ūmu, ūmakkal, ūmakkalû, ūmtum, ūmšu, ūmu sadru, ana ūmi, ūmu mašil;Cf. ūmu, ūmakkal, ūmakkalû, ūmtum, ūmšu, ūmu sadru, ana ūmi, ūmu mašil
ina maḫar *;ina maḫar *;ina maḫar *;avant , devant , auparavant;before;;
ina maḫirti;ina maḫirti;ina maḫirti;précédemment (?);previously;;
ina mar ' ūti nasāḫu;ina mar ' ūti nasāḫu;ina mar ' ūti nasāḫu;[Justice];[Legal];"déshériter ;";"to disinherit ;"
ina mārūtu nasāḫu;ina mārūtu nasāḫu;ina mārūtu nasāḫu;[Justice];[Legal];déshériter;to disinherit
ina māt nakiri;ina māt nakiri;ina māt nakiri;à l' étranger , hors des frontières;abroad;;
ina matēma;ina matēma;ina matēma;"n'importe quel moment, n'importe quand , chaque fois ;";"anytime , whenever ;";;
ina matimīni;ina matimīni;ina matimīni;jamais ( au moins une fois dans la vie) , une fois;ever;Voir aussi : ina matēma;See also : ina matēma
ina memmēni-;ina memmēni-;ina memmēni-;[Commerce];[Trade];"aux frais de , aux dépens de , à compte de / au préjudice de ; : gimru : la dépense , les frais ; im-magāni : sans frais , gratuit , sans rien dépenser ; akiltu : les dépenses , les biens consommés ;";"at someone's own expense ; : gimru : the expense ; im-magāni : without expense , free ; akiltu : expenses , consumated goods ;"
ina mišil ḫūli *;ina mišil ḫūli *;ina mišil ḫūli *;à mi-chemin , à moitié;halfway , midway;;
ina mūdānūti;ina mūdānūti;ina mūdānūti;consciemment , de plein gré , volontairement , bien volontiers;consciously , willingly;;
ina mūdânūti;ina mūdânūti;ina mūdânūti;[Vie morale → Volonté];[Moral life → Will];"volontiers , bien volontiers , volontairement , consciemment , en connaissance de cause / sachant parfaitement / de manière calculée ;";"willingly , wittingly , by design / designedly / knowingly / calculatedly , consciously ;"
ina muḫḫi aḫāiš;ina muḫḫi aḫāiš;ina muḫḫi aḫāiš;tous ensemble;all together;;
ina muḫḫi ramnīšu;ina muḫḫi ramnīšu;ina muḫḫi ramnīšu;pour soi-même;for oneself;;
ina muḫḫi šû;ina muḫḫi šû;ina muḫḫi šû;"en vu de quoi , en raison de quoi , c'est pourquoi / ainsi / d'où ;";"because of that / hence , henceforth , that is why ;";;
ina muḫḫi X āmaqtu;ina muḫḫi X āmaqtu;ina muḫḫi X āmaqtu;rencontrer X par hasard , tomber sur X , rencontrer X à l' improviste;to run into X;;
ina muḫḫi X saḫāru;ina muḫḫi X saḫāru;ina muḫḫi X saḫāru;se retourner contre X;to turn against X;;
ina muḫḫi;ina muḫḫi;ina muḫḫi;"du fait de , vis-à-vis de , contre , en ce qui concerne , quant à , à propos de ;";"owing to , versus , to , against , upon , concerning , regarding , as to/ as for / apropos of ;";Voir aussi : šuḫ;See also : šuḫ
ina našpartu;ina našpartu;ina našpartu;[Gouvernement];[Government];"au nom de , sur ordre de , sur commission de , pour le compte de , de la part de / pour ;";"on behalf of ;"
ina pān , ina pānāt;ina pān , ina pānāt;ina pān , ina pānāt;en présence de , devant , sous les yeux de;before , in the presence of;Cf. ša pānīti;Cf. ša pānīti
