Word;FR title;FR Indication;FR Definition
ḫāriṣānu;ḫāriṣānu  ();[Humain];"un avare , un pingre , un radin , un grippe-sou , un rapiat , un harpagon ;"
ḫariṣtu;ḫariṣtu;[Gouvernement];rapport détaillé
ḫarištu *;ḫarištu *;femme confinée , femme recluse;
ḫarištu;ḫarištu;[Humain];femme en couches
ḫarmāku;ḫarmāku;[Religion];"un adorateur d' Ishtar / Issār / Aššūrītu ;"
ḫarmu;ḫarmu;[Humain → Famille];"1) un mari , un consort (Dumuzi) , un époux , un amant ; 2) (adjectif) : : recouvert / enveloppé (tablette) , certifié ; 3) (adjectif) : banni , illégal , illicite , interdit , prohibé , intouchable ; 4) (nom) : : (nom de plante) ;"
ḫarmūtu;ḫarmūtu;[Métiers];"la prostitution (?) ;"
ḫarpē;"ḫarpē  (mot pluriel ;)";[Temps];début de l'été :
ḫarpê;ḫarpê;[Temps];"le début de l'été ;"
ḫarpī;ḫarpī;[Temps];début de l' été
ḫarpiš *;ḫarpiš *;[Temps];tôt
ḫarpiš;ḫarpiš  (adv., );[Temps];"tôt, au bon moment ; rapidement"
ḫarpu;ḫarpu  [NIM : ]  (adj., f. ḫaruptu, );[Temps];"en avance, précoce ; tôt"
ḫarpū;ḫarpū  (n. pl., );[Temps];"temps de la moisson ; été"
ḫarpūtu;ḫarpūtu  (n., );[Temps];"date prochaine ; i(ḫ)-ḫarpūte prochainement, bientôt"
ḫarrā ' u;ḫarrā ' u;[Industrie];"un mineur / un travailleur dans une mine ;"
ḫarrāna štešēru;ḫarrāna štešēru;[Transport → Terrestre];1) prendre la route , se mettre en route , partir , se mettre en marche 2) (naissance) naître sans difficulté , naître normalement
ḫarrānu iširtu;ḫarrānu iširtu;[Transport];"une ligne directe , un trajet en ligne droite / à vol d'oiseau ;"
ḫarrānu;"ḫarrānu  [KASKAL : ]  (n.; : [KASKAL.KI : ] ; :[KASKAL2 : ] ;)";[Transport];"1) un voyage ; une caravane ; une campagne militaire, ḫarrāna alāku faire le service militaire ; 2) une route (construite, ouverte, bloquée, entretenue) , une route caravanière ; 3) astronomie : le chemin / trajectoire d'un astre ; 4) conduite / attitude / manière / voie (suivie) / comportement ; ḫarranu išartu : le droit chemin , le bon chemin , le chemin le plus court , à vol d'oiseau (?) ; 5) un voyage (d'affaire) , une caravane ; : ša ḫarrānātim : le chef de caravane ; bēl ḫarrāni : un entrepreneur de caravanes , un compagnon de route / voyage ; : ḫarrānu ša ḫurāṣi : une entreprise de commerce de l'or ; 6) : l'argent d'un voyage ; : le capital de commerce ; 7) une campagne militaire , une armée en campagne , une expédition ; : ḫarrānu alākum : faire le service militaire / être conscrit ; 8) (époque achéménide) / Hittite : fois , essai ; ina ḫarrānu šakānu : soumette à une procédure légale (usage hittite) ;"
ḫarriru;ḫarriru  [PÈŠ.A.ŠÀ.GA : ]  ();[Animaux → Sauvages];"1) nourriture : un campagnol , une taupe (?) ; médicament : lišān ḫarriru : langue de campagnol ; 2) nom propre ; 3) nom d'une étoile"
ḫarru;ḫarru;[Armée → Guerre];"une douve , un fossé de défense ;"
ḫarrušu;ḫarrušu;[Humain → Parole];"muet ;"
ḫarṣu;ḫarṣu;[Science];"précis , juste , exact , correct ;"
ḫarṣūtu;ḫarṣūtu;[Science];"l'exactitude , la précision , la justesse / la fidélité ;"
ḫarṭibu;ḫarṭibu;[Religion];interpréteur de rêves égyptien
ḫarû;ḫarû;a) creuser , faire un trou , enlever la terre , faire des fouilles b) exploitation minière *;
ḫarûbu , ḫarūbu;ḫarûbu , ḫarūbu  ();[Campagne → Arbres];"1) un caroubier ; 2) : caroubes en tant que nourriture de crise ;"
ḫarurtu , napšutu;ḫarurtu , napšutu;[Humain → Corps];gorge
ḫarurtu;ḫarurtu  (syn. : napšutu);[Humain → Corps];gorge
ḫasā ' u;ḫasā ' u;maltraiter , molester , insulter , assaillir , agresser , mener à mal;
ḫasāru;ḫasāru;[Armée → Armes];"émousser , émonder , décaper , gratter , émonder , tailler , retirer par petits bouts , s'écailler ;"
ḫasāsiš lā naṭû;ḫasāsiš lā naṭû;[Vie morale → Intelligence];"inconcevable , inimaginable , impensable ;"
ḫasāsiš;ḫasāsiš  ();[Vie morale → Intelligence];"pour la compréhension / afin de comprendre , pour aider à la compréhension ;"
ḫasāsu (Š);ḫasāsu (Š);[Vie morale → Intelligence];"rappeler (un souvenir à quelqu' un) ;"
ḫasāsu;ḫasāsu;"1) être conscient , penser à , être attentif à / être soucieux de / avoir égard pour ; ḫissat X ḫasāsu : penser à , avoir des égards pour , être soucieux de , être conscient de , avoir X en tête ; 2) se souvenir , se remémorer , se rappeler , revenir à soi / reprendre ses esprits ; ša ḫasāsi : mémorable , inoubliable ; 3) noter , concevoir / conceptualiser , sentir / ressentir ; ṭābtu ḫasāsu : ressentir de la gratitude ; 4) comprendre ; 5) Gtn : penser constamment / avoir constamment en tête / ne penser qu'à , être obsédé par , désirer ardemment, vouloir à tout prix ; 6) Š : alléguer , invoquer , citer ; 7) commémorer , mémoriser , graver dans le cœur / la mémoire , apprendre par cœur ;";Cf. hissutu, ḫasāsu (Š), ḫasīsu, atra ḫasīsi, ḫassu, lā ḫāsisu, ḫasāsu, ḫāsisu
ḫasḫallātu;ḫasḫallātu;[Campagne → Arbres];"pluriel : les feuilles , le feuillage , la frondaison ; singulier : ḫasḫaltu ;"
ḫasḫaltu *;ḫasḫaltu *;[Campagne → Arbres];une feuille
ḫasḫaltu;ḫasḫaltu  ();[Campagne → Arbres];"figuier, arbres de coupe, ornements, roseaux : le feuillage , une feuille ; pluriel : ḫasḫallātu : les feuilles ;"
ḫasirtu;ḫasirtu;[Armée → Armes];"féminin de ḫasru : émoussée , mal aiguisée , ébréchée , manquant de tranchant , contondante ;"
ḫasīsu;ḫasīsu;[Vie morale → Intelligence];"oreille , écoute ; intelligence , sagesse , connaissance , compréhension * , ingéniosité *"
ḫasīsu;ḫasīsu;[Vie morale → Intelligence];"conscient , au courant , conscient du fait , ayant connaissance , sensé , profond (par la pensée) , intelligent , ingénieux , adroit , dégourdi , débrouillard , malin , sage , avisé ;"
ḫāsisu;ḫāsisu;[Vie morale → Intelligence];"sage , avisé ;"
ḫasru;ḫasru;[Armée → Armes];"masculin : émoussé , mal aiguisé , manquant de tranchant , ébréché , : dent : ébréchée , cassée ; féminin : ḫasirtu"
ḫassu;ḫassu;[Vie morale → Intelligence];"intelligent ;"
ḫassū;ḫassū;[Campagne → Plantes];laitue
ḫassūtu *;ḫassūtu *;[Vie morale → Intelligence];sagesse , intelligence , perspicacité
ḫaṣā ' u;ḫaṣā ' u;[Vie morale → Défauts];"maltraiter , infliger des sévices à , brimer , molester , assaillir , agresser , chercher à intimider , rudoyer , brusquer , abuser ;"
ḫaṣābu (1);ḫaṣābu (1)  (vb. a/u);"casser, briser (une branche) ; ôter (math)";Cf. kaṣābu
ḫaṣānu;ḫaṣānu;[Gouvernement];"1) abriter , protéger , prendre soin de , s' occuper de , prendre sous sa protection , prendre la défense de / défendre / assurer la protection ; 2) étreindre , prendre dans ses bras , accueillir (chaleureusement) , chérir ; 3) chérir , nourrir * , pourvoir aux besoins de * , s'occuper de :"
ḫaṣāru;"ḫaṣāru  (n., pl. m. & f. ; )";[Campagne];"bergerie ; un lieu où sont livrées les dattes"
ḫaṣāṣu;ḫaṣāṣu  (vb. a/u, );"G. couper, briser, casser ; construire une hutte de roseaux ; stat. : être arraché, enlevé D = G Dt. être coupé, brisé";
ḫaṣbattu *;ḫaṣbattu *;"un morceau de poterie , un tesson de poterie , une tesselle ;";Voir aussi : paḫḫāru, ḫaṣbu, išḫilṣu
ḫaṣbu;ḫaṣbu;[Couleurs];"1) adjectif : vert ; 2) nom : un tesson de poterie ;"
ḫaṣīru;ḫaṣīru;[Campagne];
ḫaṣṣinnu;ḫaṣṣinnu;[Industrie];hache
ḫaṣṣinu;ḫaṣṣinu  [URUDU.ḪA.ZI.IN : ];[Armée → Armes];"une hache ;"
Ḫaš(a)daya;Ḫaš(a)daya  ();"nom propre : mariage (?) ;";Cf. ḫašdu, ḫašadu
ḫašābu *;ḫašābu *;[Art];compter , calculer
ḫašaddu , aššūtu °;ḫašaddu , aššūtu °  [MA : ]  ( :mariage , statut d' épousée);[Humain → Famille];mariage , épousaille , prise pour époux (épouse)
ḫašaddu;ḫašaddu;[Humain → Famille];fiançailles
ḫašadu;ḫašadu;[Humain → Famille];"un mariage fête / célébration ; qarētu ša pān ḫašaddi : enterrement de vie de garçon / de jeune fille ;"
ḫašādu;ḫašādu;[Vie morale → Sentiments];"1) courtiser , faire sa cour , conter fleurette , faire du charme ; 2) un mariage , une noce ;"
ḫašaḫtu;ḫašaḫtu  ();[Vie morale → Volonté];"1) : un besoin , une nécessité , un prérequis (?) / un préalable (?) ; 2) : ḫašaḫtu eqli : nom d'une plante ;"
ḫašāḫu;ḫašāḫu  ();[Vie morale → Volonté];"1) avoir besoin , nécessiter / demander / requérir / exiger , désirer ; 2) vouloir quelque chose , souhaiter / désirer ardemment / aspirer à ; 3) échouer / manquer , ne pas être de taille / ne pas être à la hauteur , faire défaut , se révéler incapable / incompétent ;"
ḫašālu;ḫašālu  [KUM : ]  ([GAZ : ]);[Industrie];"grain, médicaments, déjections animales, terre ... : écraser , pulvériser , réduire en poudre , broyer , piler , concasser ; armée : écraser , mettre en pièces , mettre en déroute , anéantir ; outils, parties du corps : démanteler , casser , mettre en pièces , mettre hors d'usage , fracasser , briser ;"
ḫašānu;ḫašānu;[Campagne → Plantes];"le thym ;"
ḫašāšu (1);ḫašāšu (1)   (vb. u/u, );[Vie morale → Sentiments];"1) poumons : gonfler / se gonfler ; 2) G. être content, joyeux, heureux Gtn. se réjouir continuellement D. rendre qqn. content, heureux Dt. se réjouir, être content ;"
ḫašāšu (2);ḫašāšu (2);"1) : rassembler (en hâte ?) , faire se dépêcher (?) ; 2) : huile, onguent ... : appliquer , mur : plâtrer / recouvrir avec (= accusatif) de l'argile ;";Cf. ḫuššu
ḫašdu;ḫašdu  (aussi ḫašādu);[Humain → Famille];"un mariage , une noce ;"
ḫašḫaltu;ḫašḫaltu;[Campagne → Arbres];
ḫašḫu;ḫašḫu;"1) : un nécessiteux , quelqu'un dans le besoin , un pauvre / miséreux ; 2) (Nuzi) : (adverbe) : ina ḫašḫu : à volonté , à discrétion , comme il plaira , selon son bon plaisir ;";Cf. ḫašāḫu
ḫašḫūr api;ḫašḫūr api;[Campagne → Fruits];pomme des marais
ḫašḫūru;ḫašḫūru  [GIŠ.ḪAŠḪUR : ];[Campagne → Fruits];"1) une pomme ; 2) un pommier ;"
ḫašḫuššu;ḫašḫuššu;;→ ḫašḫu
ḫašlātu;ḫašlātu;[Nourriture → Aliments];"gruau d'orge ;"
ḫašlu;ḫašlu  [KUM : ];[Nourriture → Cuisine];"1) surtout du pain aklum : pilé / écrasé / pilonné; 2) roseaux : écrasés ; 3) : še ḫašlātu : grains : talés , abîmés ; 4) Suse ; procès judiciaire : sens peu clair ;"
ḫašmānu;ḫašmānu;[Couleurs];": bleu clair ; : pierre de couleur , laine colorée"
ḫašruqu;ḫašruqu  ();[Campagne → Arbres];"nom d'un arbre aromatique ;"
ḫaššāšu;ḫaššāšu  ();[Humain → Famille];"le marié ;"
ḫaššuru *;ḫaššuru *;[Campagne → Arbres];genre de cyprès
ḫaštu (1);"ḫaštu (1)  ( ; aussi ḫaltu)";[Sport → Chasse];"1) un trou , une fosse / un trou profond , un cratère , une dépression ; 2) un piège / une fosse ; 3) une voie d'eau dans une coque de bateau , un trou / une fuite dans un récipient ... ;"
ḫaštum;ḫaštum;[Nature → Minéraux];"aussi ḫaltu : une sorte de pierre ;"
ḫašû (1);ḫašû (1)  [UD.ŠÚ. UŠ.RU : ]  ();[Ciel → Astronomie];"noir , sombre ;"
ḫašu (4);ḫašu (4)   ();"1) nourriture : écraser , découper , débiter , émincer ; 2) : écraser / attacher (?) une femme ;";Cf. ḫušû, muḫḫeššu
ḫašû (5);ḫašû (5)  ();[Couleurs];"1) cheveux, yeux : devenir sombre , noircir ; 2) personne : souffrir de la nuit / être aveuglé (?) / être aveugle (?) ;"
ḫašû B;ḫašû B;[Campagne → Plantes];
ḫašû(m) (2);ḫašû(m) (2)  [MUR : ];[Humain → Corps];poumon
ḫašûm (6);"ḫašûm (6)  ( ; origine sémitique occidentale )";"passer par dessus en silence , survoler ;";
ḫatannu;ḫatannu;[Humain → Famille];"1) le marié ; 2) un parent par mariage , le beau-père , le gendre ; 3) (pluriel) : la belle-famille ;"
ḫatānu *;ḫatānu *;[Gouvernement];and : protéger , abriter
ḫatanu;ḫatanu;[Humain → Famille];
ḫatānu;ḫatānu;[Gouvernement];and : protéger , abriter
ḫatāpu;ḫatāpu;"1) massacrer , sacrifier (animaux, ennemi) ; (D) sacrifier , offrir un sacrifice rituel ; se suicider (?)";Cf. ḫitpu, taḫtiptu, ḫatāpu
ḫatītu;ḫatītu;"pouilleux , plein de poux , rempli de poux ;";Cf. ḫuttutu
ḫatnu;ḫatnu;[Humain → Famille];
ḫatnūtu;ḫatnūtu  (ḫatanūtu(m) epēšu(m): se marier , établir une relation de couple and );[Humain → Famille];: mariage
ḫattu *;ḫattu *  (champ sémantique à créer : sentiments (feelings));de terreur , inspiré par (ou pour ) la terreur;
ḫattu;ḫattu;[Vie morale → Sentiments];"la panique , la terreur , l'effroi ;"
ḫaṭāmu;ḫaṭāmu;[Humain → Parole];1) obstruer , bloquer , interdire le passage , condamner , encombrer , fermer le passage 2) museler , assourdir , étouffer (un bruit) , amortir (un choc)
ḫaṭāṭu;ḫaṭāṭu;[Ville → Bâtiments];dégager un endroit en creusant , retirer la terre , creuser , déblayer
ḫāṭiu;ḫāṭiu;[Vie morale → Défauts];"un pécheur ;"
ḫaṭṭu;"ḫaṭṭu  [GIDRI : ]  (n. fem. ; pl. ḫaṭṭātu)";[Gouvernement];"bâton, sceptre ;"
ḫaṭû (2);ḫaṭû (2);[Vie morale → Défauts];"de travers , qui ne va pas , imparfaitement , qui va mal , qui pourrait être mieux , qui cloche , qui ne tourne pas rond ;"
ḫawû;ḫawû;[Humain → Parole];"(chien, fantôme, tempête) : hurler , brailler , mugir , rugir , geindre (?) , gémir (?) , se lamenter (?) , se plaindre (?) ;"
ḫayālu;ḫayālu;[Armée];
ḫayyaltu;ḫayyaltu;[Humain];"femme en train d'accoucher , femme en couches , une parturiente ;"
ḫayyāšu tuqmāte;ḫayyāšu tuqmāte;[Religion → Divination];celui qui précipite les batailles (nom divin)
ḫayyāšu [dialect=8];ḫayyāšu [dialect=8];[Industrie];"hâteur , cellui qui fait accélérer les choses , un accélérateur ;"
ḫazāmu;ḫazāmu;[Animaux → Domestiques];"oreilles seulement : mutiler /couper / trancher ;"
ḫazīmum;ḫazīmum;[Humain];"nom propre : avec une oreille mutilée ;"
ḫazmu;ḫazmu;[Animaux → Domestiques];": avec une oreille mutilée ;"
ḫazû;ḫazû;;→ azû (1)
ḫazû;ḫazû;"1) verbe ; boisson ... : pétiller , mousser ;\r\n2) voix : être rauque / enroué , inarticulé , indistinct / mal prononcé , incompréhensible (?) / inintelligible (?) ;\r\n3) adjectif : enroué , rauque , inarticulé , mal prononcé , indistinct , incompréhensible (?) , inintelligible (?) ;";
ḫāzû;ḫāzû  [ŠU.LÚ.MUŠEN : ]  ();[Animaux → Oiseaux];"un oiseau qui croasse ;"
ḫebû;ḫebû  ();[Nourriture → Boissons];"eau tirée / puisée ;"
ḫedûtu;ḫedûtu;[Vie morale → Sentiments];
ḫenzūru;ḫenzūru;[Campagne → Fruits];
ḫepû;ḫepû  [GAZ : ]  (vb. i/i);"G. casser, briser, rompre ; ruiner, détruire ; broyer, écraser, blesser ; diviser, diviser par deux (Mathématiques), bā ḫepû diviser par deux ; rompre (contrat, parole) D. briser ; disperser Dt. [AL.GAZ : ] être brisé ; être dispersé N. être brisé";Cf. ša ḫapê, naḫpû
ḫepû;"ḫepû  [GAZ : ]  (adj. ; )";cassé, brisé;Cf. ḫepû
ḫerēbu;ḫerēbu  ();[Animaux → Oiseaux];
ḫērebu;ḫērebu  ();[Animaux → Oiseaux];
ḫerû;ḫerû  [BAL : ]  (vb. i/i);G. creuser (un canal, un puits, etc...) D = G;Comparaison avec d'autres langues sémitiques :
ḫesru;ḫesru;[Armée → Armes];
ḫiṭṭu;ḫiṭṭu;[Justice];
ḫiṭṭu;ḫiṭṭu;;→ ḫīṭu
ḫīṭāni;ḫīṭāni;[Vie morale → Défauts];"pluriel de ḫīṭu (1) : des délits , des fautes , des défauts , des manquements , des péchés , des erreurs , des pénalités / des amendes ;"
ḫīṭu (1);"ḫīṭu (1)  [ŠE.BI.DA : ]  (plus tard : ḫiṭṭu ; pluriel ḫīṭāni : erreur , manque(ment) ; : délit , peine , punition , sentence)";[Justice];"mal, danger, préjudice, tort ; peine, sanction ; 1) manquement , défaut (commodité, personne) ; 2) délit , péché , erreur , une faute; bēl ḫīṭu / ša ḫīṭu : un coupable ; ḫiṭṭu ša muāti : péché mortel ; ḫiṭṭu ḫaṭû : pécher contre ; ḫāṭiu / ḫaṭû : (adjectif) : coupable , honteux , immonde , inique ; zakû : sans péché ; bēl arni / bēl gillati / ḫāṭiu / ḫaṭṭā ' u : un pécheur ; 3) ḫīṭu emēdu : sanctionner / punir , mettre à l'amende , imposer une punition ; ḫīṭu šadādu : subir une sanction , être sanctionné , être mis à l'amende , être puni ;"
ḫiāṭu;ḫiāṭu  [LAL : ];"1) champ, terres, animaux, gens : superviser , vérifier , contrôler / jeter un œil sur ; 2) dossier judiciaire, pierre de fondation ... : peser , examiner / inspecter ; 3) démons, personne souffrante ... : rechercher , investiguer, enquêter / être à la recherche / poursuivre , examiner ; 4) argent, laine, dose médicale ... : peser / mesurer / doser , payer ; 5) Gtn : [LAL.MEŠ : ] : entrailles ... : inspecter / examiner / étudier ; 6) N ; passif : être pesé , être vérifié ;";Cf. ḫâṭu, ḫīṭu (2), ḫā ' iṭu, ḫā ' iṭūtu, ḫā ' iṭānu, ḫā ' iṭu(m)
ḫiālu (1);ḫiālu (1)  [ZUM : ]  (ḫâlu);[Animaux];"1) (femme) être sur le point d'accoucher , avoir les douleurs de l'accouchement ; 2) (personnes, terre ...) avoir mal , souffrir , être au supplice ; 3) (ver, serpent, poisson, personne...) se contorsionner , se tortiller , frétiller , s'agiter , se remuer , se tordre de douleur , se crisper , ne savoir comment se tenir ;"
ḫiālu (2);ḫiālu (2)  [ZUM : ]  (vb. a/i);[Humain];(dents, terre, champ ...) : suinter , exsuder , dégouliner de (sang, miel, liquide ...) , suer (?)
ḫiʾālu;"ḫiʾālu  (pl. ḫiʾalānu ; )";[Armée];"une armée ; rab ḫi ' āli : un commandant d'armée / le chef d'une armée ;"
ḫiāqu;ḫiāqu  ();"1) bière, eaux ... : mélanger , mêler , préparer (?) ; 2) sens figuré ; pays ... : mêlé / être impliqué , s'impliquer dans une guerre ... ; 3) Št ; liquides ... : avoir été / être mélangé ensemble ; 4) N ; vin ... : être mélangé dans ;";Cf. ḫīqu, taḫīqtu
